PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] ADIPO_ASC_WT_SN_WO_1.raw.PG.Log2Quantity	[2] ADIPO_ASC_WT_SN_WO_2.raw.PG.Log2Quantity	[3] ADIPO_ASC_WT_SN_WO_3.raw.PG.Log2Quantity	[4] ADIPO_ASC_WT_SN_Light_1.raw.PG.Log2Quantity	[5] ADIPO_ASC_WT_SN_Light_2.raw.PG.Log2Quantity	[6] ADIPO_ASC_WT_SN_Light_3.raw.PG.Log2Quantity	[7] ADIPO_ASC_TLR10_LOV_SN_WO_1.raw.PG.Log2Quantity	[8] ADIPO_ASC_TLR10_LOV_SN_WO_2.raw.PG.Log2Quantity	[9] ADIPO_ASC_TLR10_LOV_SN_WO_3.raw.PG.Log2Quantity	[10] ADIPO_ASC_TLR10_LOV_SN_Light_1.raw.PG.Log2Quantity	[11] ADIPO_ASC_TLR10_LOV_SN_Light_2.raw.PG.Log2Quantity	[12] ADIPO_ASC_TLR10_LOV_SN_Light_3.raw.PG.Log2Quantity	[1] ADIPO_ASC_WT_SN_WO_1.raw.PG.MS2Quantity	[2] ADIPO_ASC_WT_SN_WO_2.raw.PG.MS2Quantity	[3] ADIPO_ASC_WT_SN_WO_3.raw.PG.MS2Quantity	[4] ADIPO_ASC_WT_SN_Light_1.raw.PG.MS2Quantity	[5] ADIPO_ASC_WT_SN_Light_2.raw.PG.MS2Quantity	[6] ADIPO_ASC_WT_SN_Light_3.raw.PG.MS2Quantity	[7] ADIPO_ASC_TLR10_LOV_SN_WO_1.raw.PG.MS2Quantity	[8] ADIPO_ASC_TLR10_LOV_SN_WO_2.raw.PG.MS2Quantity	[9] ADIPO_ASC_TLR10_LOV_SN_WO_3.raw.PG.MS2Quantity	[10] ADIPO_ASC_TLR10_LOV_SN_Light_1.raw.PG.MS2Quantity	[11] ADIPO_ASC_TLR10_LOV_SN_Light_2.raw.PG.MS2Quantity	[12] ADIPO_ASC_TLR10_LOV_SN_Light_3.raw.PG.MS2Quantity
O00339-2	MATN2	Homo sapiens	Isoform 2 of Matrilin-2	MATN2_HUMAN	1	1	1	False	13,117050291792925	13,782531971199797	13,221454958787549	13,58579053149927	13,377429261255674	13,203204747593729	13,144849120007862	13,66127185510282	13,137181129703619	12,85345443449475	13,374624557834824	12,762304170944033	8884,3486328125	14091,4453125	9551,125	12295,0546875	10641,61328125	9431,0634765625	9057,1982421875	12955,453125	9009,1865234375	7400,7431640625	10620,9453125	6947,625
O00339;O00339-3	MATN2	Homo sapiens	Matrilin-2;Isoform 3 of Matrilin-2	MATN2_HUMAN	26	26	29	True	16,718816923842027	17,315767889064656	16,707370086264408	16,720517845222602	16,749843245846836	16,1998464977623	16,531571718419748	16,91735140868593	16,30952006848524	16,126198421601924	16,461672656002552	15,767394642057475	107861,234375	163141,90625	107008,8125	107988,4765625	110206	75273,0859375	94732,4921875	123774,2265625	81218,4609375	71526,90625	90252,0859375	55777,4609375
O00391	QSOX1	Homo sapiens	Sulfhydryl oxidase 1	QSOX1_HUMAN	32	34	40	False	18,188470679502633	18,775345739537666	19,021887663411245	18,143388508186977	18,509446904334794	18,21205548563702	18,63839326684162	19,244408987161613	18,384740676864965	18,586455683696116	19,133438730861123	18,085892858069222	298727,53125	448685,71875	532302,8125	289537,0625	373163,125	303651,1875	408051,9375	621075,4375	342261,78125	393623,1875	575094,1875	278225,0625
O00399	DCTN6	Homo sapiens	Dynactin subunit 6	DCTN6_HUMAN	2	2	2	False	12,176584217369811	11,704198010689565	10,138468367681035	9,979085669977524	10,154349023438552	10,997526834649603	12,309308005394726	11,21472909697783	11,583887093785352	10,61060315211866	9,796426939916374	11,259932433326236	4629,31884765625	3336,680908203125	1127,153564453125	1009,262451171875	1139,62939453125	2044,4921875	5075,40771484375	2376,67529296875	3069,7109375	1563,54296875	889,2387084960938	2452,321533203125
O00410;O00410-3	IPO5	Homo sapiens	Importin-5;Isoform 3 of Importin-5	IPO5_HUMAN	12	12	12	True	12,81299581935739	13,029187624344836	12,601841729396316	13,074458034357114	12,242380397360206	11,81397763859208	12,716374774629669	11,628843541088553	11,467585526110879	12,375729650158563	12,778158362607073	12,095959693108446	7196,08154296875	8359,4228515625	6216,3056640625	8625,892578125	4845,333984375	3600,490234375	6729,92529296875	3166,87353515625	2831,960693359375	5314,5419921875	7024,3955078125	4377,70703125
O00425	IGF2BP3	Homo sapiens	Insulin-like growth factor 2 mRNA-binding protein 3	IF2B3_HUMAN	1	1	1	True	10,98790766849265	11,16285995788535	10,205997528770721	9,877393109903217	10,559758670587968	8,634434302299756	11,524330439020357	11,013488124061555	1,3361895810496918	10,95262244341328	10,728216571806543	10,206682473646008	2030,9058837890625	2292,74462890625	1181,167236328125	940,571044921875	1509,399169921875	397,3962097167969	2945,568603515625	2067,237060546875	2,5248358249664307	1981,8367919921875	1696,34814453125	1181,7281494140625
O00429;O00429-2;O00429-3;O00429-4;O00429-5;O00429-6;O00429-8;O00429-9	DNM1L	Homo sapiens	Dynamin-1-like protein;Isoform 4 of Dynamin-1-like protein;Isoform 2 of Dynamin-1-like protein;Isoform 3 of Dynamin-1-like protein;Isoform 5 of Dynamin-1-like protein;Isoform 6 of Dynamin-1-like protein;Isoform 8 of Dynamin-1-like protein;Isoform 9 of Dynamin-1-like protein	DNM1L_HUMAN	8	8	8	True	11,754431663392637	12,144339746856609	11,407600882773187	12,092857126782288	11,659082725533962	11,499122291510892	11,287563875756877	11,364884999443147	11,723143143647862	11,647650992998813	11,15605961531296	10,478757648373017	3454,908203125	4527,00048828125	2716,627197265625	4368,302734375	3233,952392578125	2894,5478515625	2499,74267578125	2637,371337890625	3380,786376953125	3208,42822265625	2281,962890625	1426,9881591796875
O00442;O00442-2	RTCA	Homo sapiens	RNA 3'-terminal phosphate cyclase;Isoform 2 of RNA 3'-terminal phosphate cyclase	RTCA_HUMAN	4	4	4	False	11,140441776927911	11,668233943484525	11,017179499338514	12,100365423167709	10,996582443667535	11,527910296253362	11,022948182703518	9,987670396431417	NaN	12,219182112798778	11,002300668314335	10,844314802265107	2257,392822265625	3254,531005859375	2072,533203125	4391,09619140625	2043,154296875	2952,88671875	2080,8369140625	1015,2859497070312	NaN	4768,044921875	2051,2685546875	1838,501708984375
O00443;O00443-2	PIK3C2A	Homo sapiens	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha;Isoform 2 of Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	P3C2A_HUMAN	1	1	1	False	0,483828321374468	NaN	NaN	NaN	NaN	NaN	8,915972444441318	NaN	NaN	NaN	NaN	NaN	1,3984496593475342	NaN	NaN	NaN	NaN	NaN	483,0311584472656	NaN	NaN	NaN	NaN	NaN
O00461	GOLIM4	Homo sapiens	Golgi integral membrane protein 4	GOLI4_HUMAN	5	5	6	True	10,793328650387657	10,028853880157103	11,520133306725526	11,365034433952882	10,628797050274628	11,881933023566022	9,469519106159412	9,508880043319222	11,544164524440246	10,381344384452287	9,199514346136167	10,715788173013484	1774,662109375	1044,6861572265625	2937,01171875	2637,64453125	1583,3857421875	3774,14208984375	708,939697265625	728,5479125976562	2986,34375	1333,81640625	587,9356079101562	1681,79736328125
O00462	MANBA	Homo sapiens	Beta-mannosidase	MANBA_HUMAN	21	21	22	False	14,700907223524732	15,670945667520918	15,396632739063913	15,76986810280257	15,074679331864955	15,3412284666363	14,960793415295244	15,396560883600973	14,247573221890457	15,34506747079583	15,453925434578663	14,825899468210928	26632,62890625	52170,46484375	43136,8359375	55873,171875	34508,86328125	41511,64453125	31889,490234375	43134,6875	19451,22265625	41622,25390625	44884,3671875	29042,931640625
O00468;O00468-3;O00468-4;O00468-5;O00468-6;O00468-7	AGRN	Homo sapiens	Agrin;Isoform 3 of Agrin;Isoform 4 of Agrin;Isoform 5 of Agrin;Isoform 6 of Agrin;Isoform 7 of Agrin	AGRIN_HUMAN	21	21	21	False	13,16440719637814	13,975224452026042	13,953185452846713	13,777256920754422	13,211913983246948	13,884812107211019	12,82939118398965	13,322669218512564	13,570393455311045	13,14033177175057	13,33429497494065	13,242805296379627	9180,8193359375	16105,0380859375	15860,8828125	14040,015625	9488,1689453125	15126,7255859375	7278,3271484375	10245,26171875	12164,5341796875	9028,8828125	10328,1552734375	9693,5224609375
O00469-2	PLOD2	Homo sapiens	Isoform 2 of Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	PLOD2_HUMAN	21	21	22	True	14,4398663845278	14,731561628373425	14,350629539515692	15,340129632313138	14,450833557566618	15,61815716825033	15,144378337313258	15,252184224819816	14,758404905934814	16,02038656779052	15,589966419096378	16,1009842095095	22224,546875	27204,57421875	20891,515625	41480,0390625	22394,138671875	50296,0390625	36216,97265625	39026,98046875	27715,490234375	66468,65625	49322,77734375	70287,6796875
O00479	HMGN4	Homo sapiens	High mobility group nucleosome-binding domain-containing protein 4	HMGN4_HUMAN	2	2	3	True	14,3904962059112	13,680946974604552	13,460198894965625	13,939576793245283	13,7726681607446	13,6976200474192	13,121854716767045	12,981983719885877	13,22335289491158	13,315238858716794	12,628701394605471	12,936481318185736	21476,87109375	13133,3466796875	11269,9921875	15711,9736328125	13995,4296875	13286,0078125	8913,984375	8090,3349609375	9563,6982421875	10192,630859375	6333,123046875	7839,14892578125
O00483	NDUFA4	Homo sapiens	Cytochrome c oxidase subunit NDUFA4	NDUA4_HUMAN	1	1	1	False	11,791595545998158	11,307760166904984	11,197838645179633	11,686721930342713	11,008921646474834	11,94308361929282	11,618718639261873	NaN	12,227892346844046	12,004187027278554	10,695859834527226	12,079849816437179	3545,06298828125	2534,982666015625	2349,012451171875	3296,505859375	2060,7041015625	3937,552978515625	3144,72607421875	NaN	4796,9189453125	4107,90478515625	1658,7259521484375	4329,09521484375
O00487	PSMD14	Homo sapiens	26S proteasome non-ATPase regulatory subunit 14	PSDE_HUMAN	6	6	6	False	13,283807596736203	13,750019757569348	12,63655326758494	13,356928369818117	12,892129208661105	12,752966948959513	13,274479820086052	12,71049600076077	12,220256241084618	13,382042283815617	13,01701702101041	12,797720986567128	9972,970703125	13777,435546875	6367,68505859375	10491,4638671875	7601,8203125	6902,8046875	9908,6982421875	6702,5576171875	4771,59619140625	10675,6943359375	8289,19921875	7120,29345703125
O00499-2;O00499-6	BIN1	Homo sapiens	Isoform IIB of Myc box-dependent-interacting protein 1;Isoform II2 of Myc box-dependent-interacting protein 1	BIN1_HUMAN	19	20	21	False	14,248985669456616	13,84769816087038	13,875821799420681	13,86264227577393	14,137110130162286	13,8355840885682	14,245159668681824	13,894268886840608	14,241031753539092	14,106280337706787	13,964486384976478	13,947404453711387	19470,275390625	14742,546875	15032,7548828125	14896,05078125	18017,486328125	14619,2744140625	19418,708984375	15226,2060546875	19363,2265625	17636,544921875	15985,6123046875	15797,4541015625
O00505	KPNA3	Homo sapiens	Importin subunit alpha-4	IMA4_HUMAN	3	3	3	True	13,59832141246896	12,331518918220398	12,552497549850088	12,194342214521239	12,137651608846776	12,898654247181675	13,571862563575358	12,797264629606603	13,782742916448223	11,44567946467518	11,351968910512523	11,937750777959788	12402,3115234375	5154,150390625	6007,28564453125	4686,65283203125	4506,0625	7636,27978515625	12176,927734375	7118,04150390625	14093,505859375	2789,28466796875	2613,864990234375	3923,02490234375
O00560;O00560-3	SDCBP	Homo sapiens	Syntenin-1;Isoform 3 of Syntenin-1	SDCB1_HUMAN	8	8	9	False	12,525644941158735	12,217559731442421	12,314305119562658	13,407707972663884	12,43116893823972	13,427545336952056	12,886104850295082	12,196251964579938	12,939323365510164	13,666712043627864	12,795807021561114	13,07440429722028	5896,50732421875	4762,68603515625	5093,01806640625	10867,3154296875	5522,74169921875	11017,775390625	7570,14306640625	4692,86083984375	7854,60693359375	13004,3984375	7110,853515625	8625,5712890625
O00567	NOP56	Homo sapiens	Nucleolar protein 56	NOP56_HUMAN	1	1	1	True	8,405858583420903	7,958873218153926	NaN	NaN	NaN	NaN	10,69060729926925	NaN	11,40010770556248	10,298961722576536	10,983302169652733	8,23585734888735	339,1685485839844	248,80526733398438	NaN	NaN	NaN	NaN	1652,6978759765625	NaN	2702,553955078125	1259,784912109375	2024,4329833984375	301,46722412109375
O00571;O00571-2	DDX3X	Homo sapiens	ATP-dependent RNA helicase DDX3X;Isoform 2 of ATP-dependent RNA helicase DDX3X	DDX3X_HUMAN	13	13	14	False	13,577184811741912	13,579302124946482	13,073900802258512	12,934090809060097	13,11537137806027	12,819348336316887	12,824342417246921	12,880312277666118	13,109230798537661	13,250065320506703	12,97534552039553	13,006467850143352	12221,9326171875	12239,8828125	8622,5615234375	7826,17041015625	8874,015625	7227,83740234375	7252,90087890625	7539,80908203125	8836,3251953125	9742,42578125	8053,19482421875	8228,80859375
O00584	RNASET2	Homo sapiens	Ribonuclease T2	RNT2_HUMAN	10	10	10	True	15,38842031120209	15,009020948965464	15,835925588857094	14,514840924969336	14,852422924962868	15,362803861301316	15,413586354014939	16,19382897207311	16,706776228497404	14,806198046996963	15,321036123557585	15,624806497561627	42891,98046875	32973,53515625	58490,94140625	23410,05859375	29581,814453125	42137,11328125	43646,7421875	74959,7734375	106964,7734375	28649,017578125	40934,68359375	50528,38671875
O00622	CCN1	Homo sapiens	CCN family member 1	CCN1_HUMAN	15	16	18	False	16,12284994919003	15,787810417327481	17,12345979998395	15,866884417624265	15,915543527063404	16,640099825567397	15,788474107155421	16,769164917377093	17,41374231867371	16,14385930262124	16,18420660449895	16,398362982699865	71361,0859375	56572,38671875	142782,515625	59759,6640625	61809,609375	102133,7265625	56598,41796875	111691,890625	174605,84375	72407,890625	74461,4765625	86377,203125
O00625	PIR	Homo sapiens	Pirin	PIR_HUMAN	7	8	8	False	14,249495721899805	13,97340116244768	13,773419647588643	13,84965287488312	13,94785440655401	13,635794716840877	13,741666433913506	13,784160148391447	13,458244888164455	13,609629316049205	13,368440918237193	13,602994541354969	19477,16015625	16084,697265625	14002,7216796875	14762,53515625	15802,3818359375	12728,67578125	13697,8935546875	14107,357421875	11254,73828125	12499,9033203125	10575,51953125	12442,5498046875
O00629	KPNA4	Homo sapiens	Importin subunit alpha-3	IMA3_HUMAN	3	3	3	False	11,14118693863615	11,45725724589372	10,541342557739243	11,00307435152128	11,111323710589858	10,790746902328909	11,301807633665161	10,782159692566117	11,520159929779885	11,35870592413199	11,155459069694583	11,033955939029399	2258,55908203125	2811,759033203125	1490,2540283203125	2052,368896484375	2212,288330078125	1771,4891357421875	2524,544921875	1760,9761962890625	2937,06591796875	2626,099609375	2281,01318359375	2096,7744140625
O00743;O00743-2;O00743-3	PPP6C	Homo sapiens	Serine/threonine-protein phosphatase 6 catalytic subunit;Isoform 2 of Serine/threonine-protein phosphatase 6 catalytic subunit;Isoform 3 of Serine/threonine-protein phosphatase 6 catalytic subunit	PPP6_HUMAN	1	1	1	False	12,216800910092179	12,360855253528628	11,986023767177018	12,453347256257631	12,093746534648288	12,004900225410656	12,21038790479081	11,595176311358806	NaN	12,374157549788883	12,011186298973422	12,186767437942207	4760,181640625	5260,02978515625	4056,51123046875	5608,2978515625	4370,99658203125	4109,93603515625	4739,06884765625	3093,825927734375	NaN	5308,75390625	4127,8828125	4662,1103515625
O00754;O00754-2	MAN2B1	Homo sapiens	Lysosomal alpha-mannosidase;Isoform 2 of Lysosomal alpha-mannosidase	MA2B1_HUMAN	17	17	18	True	12,448277909329157	13,405215230139188	13,630814462906987	12,846169638078425	12,775617112172883	12,796360890038981	12,162548989514075	12,53061291545034	12,110498762191856	12,745439217684163	12,598991373434158	12,151582706604039	5588,6259765625	10848,5546875	12684,8115234375	7363,4677734375	7012,033203125	7113,583984375	4584,5009765625	5916,84716796875	4422,04736328125	6866,880859375	6204,0361328125	4549,78515625
O00763;O00763-2	ACACB	Homo sapiens	Acetyl-CoA carboxylase 2;Isoform 2 of Acetyl-CoA carboxylase 2	ACACB_HUMAN	2	2	2	False	12,01068568307447	11,22899449650106	10,724608254276445	9,810876755619024	NaN	11,325760963739823	9,375611410982494	NaN	NaN	10,128925405954336	NaN	NaN	4126,45068359375	2400,29248046875	1692,1107177734375	898,18994140625	NaN	2566,810302734375	664,2633056640625	NaN	NaN	1119,722412109375	NaN	NaN
O00764	PDXK	Homo sapiens	Pyridoxal kinase	PDXK_HUMAN	9	9	11	True	10,13413031811969	13,449090192725787	13,343806644919374	14,436796926390835	13,41384262809178	12,699208749872517	13,277208496046514	12,830246809743874	11,742579487623665	14,440965961643682	13,774735693201691	13,116687414638497	1123,7694091796875	11183,546875	10396,4736328125	22177,3125	10913,6240234375	6650,3232421875	9927,45703125	7282,64501953125	3426,641357421875	22241,4921875	14015,5009765625	8882,1142578125
O00767	SCD	Homo sapiens	Stearoyl-CoA desaturase	SCD_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	NaN	8,919968051400955	NaN	1,416165608258918	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	484,37078857421875	NaN	2,668752670288086	NaN	NaN	NaN
O14498	ISLR	Homo sapiens	Immunoglobulin superfamily containing leucine-rich repeat protein	ISLR_HUMAN	7	7	7	False	14,442245211747187	15,28765841836446	15,703126282958683	14,916631661953968	15,19192459172838	14,81036981947765	14,93725886349595	15,634392977007344	14,278774842609701	15,172816150199269	15,103144511604942	14,670167703604987	22261,22265625	39998,50390625	53347,25	30928,123046875	37430,4453125	28731,98046875	31373,5	50865,2578125	19876,482421875	36937,94921875	35196,50390625	26071,169921875
O14530;O14530-2	TXNDC9	Homo sapiens	Thioredoxin domain-containing protein 9;Isoform 2 of Thioredoxin domain-containing protein 9	TXND9_HUMAN	1	1	1	False	NaN	10,040967744961812	10,391158613408942	11,213579802081258	10,962689705152892	10,757407508371045	10,07949813038174	10,428957392496653	10,982428936942206	11,294707399255095	10,550086455722324	10,9439948434082	NaN	1053,4949951171875	1342,9208984375	2374,78271484375	1995,714599609375	1731,02099609375	1082,010009765625	1378,570556640625	2023,2080078125	2512,15087890625	1499,3135986328125	1970,0203857421875
O14545	TRAFD1	Homo sapiens	TRAF-type zinc finger domain-containing protein 1	TRAD1_HUMAN	2	2	2	False	9,760477940541191	7,586447207970629	9,959444672500906	9,610108823453478	9,649124691967154	10,192759355887715	9,78609450401229	9,260183184905163	9,251355992895268	10,036701846540307	8,70129271154446	10,027697989315708	867,3544921875	192,19769287109375	995,6153564453125	781,503662109375	802,9268188476562	1170,37841796875	882,892822265625	613,1869506835938	609,4465942382812	1050,384521484375	416,24603271484375	1043,8494873046875
O14558	HSPB6	Homo sapiens	Heat shock protein beta-6	HSPB6_HUMAN	9	10	15	True	17,556599485960795	17,517051909152176	17,492142548488847	17,128905431222766	17,559458082622157	17,22443378635052	18,20608489783191	18,093572307416146	17,70193048703715	17,975406138240352	17,440511074595758	17,628365325981132	192780,484375	187567,703125	184356,984375	143322,484375	193162,84375	153133,859375	302397,125	279710	213212,203125	257713,0625	177875,84375	202612,734375
O14561	NDUFAB1	Homo sapiens	Acyl carrier protein, mitochondrial	ACPM_HUMAN	2	3	3	True	14,00563140171591	13,401476290026089	13,586034127813189	13,571845324033635	13,294453602744913	13,732714909675932	12,891516176238113	12,151693715081032	12,911761260017716	12,927508256776559	12,213167125380323	13,14676924257726	16448,078125	10820,4755859375	12297,130859375	12176,7822265625	10046,8359375	13613,1650390625	7598,5908203125	4550,13525390625	7705,97216796875	7790,54345703125	4748,20703125	9069,2607421875
O14562	UBFD1	Homo sapiens	Ubiquitin domain-containing protein UBFD1	UBFD1_HUMAN	4	5	5	False	12,81524685768216	12,00714723593332	11,942445330301144	12,750835358026258	12,439373229084405	12,327753409483726	12,661988979799977	12,301903061094855	12,49542615180031	12,80641195247607	12,543412909293084	12,514992216488267	7207,318359375	4116,34228515625	3935,811279296875	6892,61328125	5554,23779296875	5140,71533203125	6480,947265625	5049,423828125	5774,283203125	7163,31640625	5969,57666015625	5853,12841796875
