Comparison (group1/group2)	Group	ProteinGroups	AVG Log2 Ratio	Absolute AVG Log2 Ratio	Pvalue	Qvalue	# of Ratios	UniProtIds	Genes	ProteinDescriptions	ProteinNames	# Unique Total Peptides	% Change	Ratio	Condition Numerator	Condition Denominator	GO Cellular Component	GO Molecular Function	GO Biological Process
TLR10_WO / WT_WO	Q8WXK4-2	Q8WXK4-2	0,709820411216324	0,709820411216324	0,014743050341739948	0,04626903678934331	10	Q8WXK4-2	ASB12	Isoform 2 of Ankyrin repeat and SOCS box protein 12	ASB12_HUMAN	1	63,56005025057036	1,6356005025057037	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	O43252	O43252	-0,6797670349039924	0,6797670349039924	0,014773478266447388	0,04634796005106332	12	O43252	PAPSS1	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1	PAPS1_HUMAN	3	-37,57339277646087	0,6242660722353913	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	P01130;P01130-5	P01130;P01130-5	-0,6160245798584721	0,6160245798584721	0,015086101255428166	0,04695950241849235	12	P01130;P01130-5	LDLR	Low-density lipoprotein receptor;Isoform 5 of Low-density lipoprotein receptor	LDLR_HUMAN	22	-34,75336426194223	0,6524663573805777	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	Q9GZZ1	Q9GZZ1	-0,7365620974301976	0,7365620974301976	0,015366011777959643	0,04731071602487891	12	Q9GZZ1	NAA50	N-alpha-acetyltransferase 50	NAA50_HUMAN	2	-39,983216695614324	0,6001678330438568	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	P25705	P25705	-0,7219697640566655	0,7219697640566655	0,015558440804059555	0,04764243750411661	12	P25705	ATP5F1A	ATP synthase subunit alpha, mitochondrial	ATPA_HUMAN	15	-39,37308844390876	0,6062691155609123	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	O95810	O95810	0,5852750716904155	0,5852750716904155	0,015664805889041632	0,04777820225643066	12	O95810	CAVIN2	Caveolae-associated protein 2	CAVN2_HUMAN	5	50,03250217370579	1,5003250217370578	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	P62805	P62805	-0,7084096478310432	0,7084096478310432	0,015749847867965506	0,047886755148128	12	P62805	H4C1	Histone H4	H4_HUMAN	10	-38,80056019810739	0,6119943980189261	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	Q9ULF5	Q9ULF5	-0,6047276862281624	0,6047276862281624	0,015764699930774558	0,047886755148128	12	Q9ULF5	SLC39A10	Zinc transporter ZIP10	S39AA_HUMAN	6	-34,24045081451855	0,6575954918548145	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	O95671;O95671-2;O95671-3	O95671;O95671-2;O95671-3	0,853820310423037	0,853820310423037	0,01577142632148908	0,047886755148128	10	O95671;O95671-2;O95671-3	ASMTL	Probable bifunctional dTTP/UTP pyrophosphatase/methyltransferase protein;Isoform 2 of Probable bifunctional dTTP/UTP pyrophosphatase/methyltransferase protein;Isoform 3 of Probable bifunctional dTTP/UTP pyrophosphatase/methyltransferase protein	ASML_HUMAN	3	80,72803403248001	1,8072803403248001	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	P30084	P30084	-1,402211842975706	1,402211842975706	0,01599012543425121	0,048234130949091784	12	P30084	ECHS1	Enoyl-CoA hydratase, mitochondrial	ECHM_HUMAN	5	-62,165136193071405	0,3783486380692859	TLR10_WO	WT_WO	NaN	NaN	NaN
